source_id,source_url,source_author,source_date,cite_date,notes_raw_fi,notes_raw_sv,notes_en,stone_name_fi,stone_name_sv,stone_name_en,event_date,location_info,stone_weight_kg,stone_dims_cm
uusiaura25041914,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1192343?term=W%C3%A4kikiwen&page=3,,1914-04-25,2025-12-14,"Ruumiin harjoitukset kotiseutututkimuksen esineinä: Kosäurheilulle ominaisimpia owat olleet monellaiset liikuntoleikit, niin lasten kuin aikuisten harjoittamat. Nykyään owat sen tapaiset harrastukset warttuneelta wäeltä pyrkineet jäämään syrjään, ja olisi tiedot niistä sitä suuremmalla syyllä keräiltäwät unohtumasta. Pyhäiltapäiwin niille keräydyttiin ja luonnollisesti siinä monellainen leikki ja kisa sai sijaa. „Wäkikiwen"" nostoa mainitaan sellaisissa paikoissa, tai „työntökiweä"", käytetyn woiman mittarina, sekä painia, kantamista, muunlaatuisista koetuksista, karkelokisoista y. m. puhumatta. Eduksi lienee osalta käyttää myöskin sen mukaista jaoitusta, oliwatko „harjoitukset"" woiman, notkeuden, nopeuden, on wai äwyyden koetuksia. Ensi ryhmään kuuluu esim. sellainen temppu kuin astuminen lattialta penkille ja siitä pöydälle mies selässä ja mies kummassakin kainalossa, jota eräällä paikkakunnalla oli wankemman wantteruuden kokeena käytetty. Kärryn pyöräparin heitto yli pään, rattaiden wetäminen jyrkän Ehteen päälle owat kansan miesten käyttämiä erikoisia woimankoetuksia. Täydellä syyllä on ruumiillista työtä urheilun kannalta tässä otettawa huomioon. Kilpailu elotalkoissa eri sarkojen leikkaajain wälillä oli työssä suoritettu joukkue-urheilukilpailu. Miehen woimia kuwailtiin mainitsemalla, minkä mitan wiljaa hän kerralla kykeni kantamaan riihen kynnykseltä pihan yli oittaan. Sis. viite Täydellisin näistä lienee: Anni Collan, Suomen kansan leikkejä, Söderitröm 1904. siw. 216",,,,,,,,,
collan1904,https://helka.helsinki.fi/permalink/358UOH_INST/1a9ac4k/alma9911594113506253,Anni Collan,1904-01-01,,"Collan, A. (1904). Suomen kansan leikkejä. Werner Söderström.",,,,,,,,,
kokkola14111933,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1866112?term=v%C3%A4kikiven&page=3,,1933-11-14,2025-12-14,"Ihme ja kumma eivät ruotsalaiset ja suomalaiset koskaan tapelleet keskenään, vaan heidän välissään käytiin vain rauhallisia voimankoitoksia väkikiven nostossa, kärrynpyörien heittämilsessä, kissanhännänivedossa j.n.e. Sensijaan suomäkisten naapurien välit olivat paljon huonommat. Mikäli menneisyyteeni voidaan tunkeutua, lienee vihankaunan perimmäisenä syynä olleet vanhat riidat pitäjien jaosta, kirikönpaikoista ja sellaisista, mitkä johtivat halventaviin haukkumanimiin, naapureista. Kaustisen ja Vetelin välit kirkkoriidoista asti olivat olleet hyvin kireät.",,,,,,,,,
keskipohjanmaa16071932 ,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1862677?term=v%C3%A4kikiven&page=4,,1932-07-16,2025-12-14,"Tervahaudalla.
Oli kevätkesän ilta tervahuudalla. Edellisenä iltana oli jo terva saatu valmiiksi tynnyreihin. Oli kokoonnuttu viimeistelyihin, tavallaan juhlimaan. Sinne oli kokoontunut myös kylän nuoriso kisailemaan. Pojat suorittivat urheilua: siinä oli väkikiven ja rangan nostoa, kissanhännän ja sormikoukun vetoa ja sylipainin heittoa, joita tytöt mielenkiinnolla seurasivat. Alkoi leikin vuoro, oltiin läskisillä, sitten seurasi laululeikkejä ja tanssin tapaista. Musiikista huolehtivat tytöt keleillä äänillään, johon lauluun kesäillan kaiku etäämpää vastasi. Siellä syrjempänä vanhempi väki tarinoi hilpeänä, monta tarinaa ja matkakertomusta esitettiin, kerrottiin satuja ja kummitusjuttuja, joita pikkupojat siimat pyöreinä jännityksellä kuuntelivat. Taivaan merkeistä povasivat ilmanennustajat hyvää vuoden satoa. Oli hetki kulunut auringonlaskusta, väki oli poistunut tervahaudalta, kylän raitilta kuului vielä nuorison iloista hälinää. Ikäänkuin vaistomaisesti toisista jälelle jäivät Niemen Kustaa ja Pikkulahden Liisa, heillä oli yhteisiä asioita, jotka koskivat uuden kodin perustamista. Tervahaudan takana, ei kaukana jokipurosta, oli hyvää kaskimaata ja kuokalla raivattavaa korpea, jonka keskellä oli koivuja ja pihlajia kasvava mäki. Tähän oli Kustaa talonpaikan katsonut. ",,,,,,,,,
lansisavo24041922,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1021138?term=V%C3%A4kikiven&page=4,,1922-04-24,2025-12-14,"myydään 1 p. toukok. Hirvensalmen Kekkolan kylässä Väkikiven talossa 1 venhe, 1 lehmä, 3 lammasta ja pienempi määrä perunoita ja kaikenlaista taloustavaraa. Hirvensalmi 24. 4. 1922.",,,,,,,,,
virtainahtarinalavudenkuortaneentoysansanomat26051927,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1716209?term=v%C3%A4kikiven&page=6,,1927-05-26,2025-12-14,"Erään ajanjakson urheilu viime vuosisadalla esim. oli sellaisessa muodossa, jota ei enää pitkään aikaan ole hyväksytty. Tuskinpa silloinkaan hyväksyttiin, vaikka sitä kyllä ihailtiin. Tarkoitan puukkojunkkarien aikaa, jolloin urheilu pääsi pukeutumaan tappelun muotoon. Vaikkapa se olikin raakaa, niin sittenkin se oli urheilua. Sitä ihailtiin ja sen harjoittelijat kehittyivät luonnon, sisun ia voimain puolesta sellaisiksi mestareiksi, että heitä vastaan ei ollut hyvä ruveta rimpuilemaan. Tämä tällainen raaka urheilumuoto on onneksi jo aikoja sitten hyljätty. Joskin sitä vielä silloin tällöin eri paikkakunnilla ilmaantuu, niin ei se enää kuitenkaan ole urheilua eikä kenenkään ihailemaa. Varsinainen järjestetty ja päämäärästään tietoinen urheilu ui mi vielä pitkän ajan kehdossaan, vaikka tuo raaka urheilumuoto tulikin hyljätyksi. Vanhat ihmiset viejä hyvin meistävät minkälaisia urhe.hrtapoja minäkin ajan kohtana on ollut käytännössä. Toisinaan ovat raittipainit olleet käytännössä, jonka perintöä lienevät nykyaikaiset järjestetyt näyttämöllä painimiset. Toisinaan taas on ollut käytännössä kärrynpyöräin heitto pään yli, väkikalika-n veto. kissanhännän ia hyppystikun veto sekä vielä niskanuoran veto, joka lienee ollut kaikista enimmän ruumiin voimia kysyvää, jossa ej harjoitus paloakaan vaikuttanut. Vielä on ollut käytännössä väkikiven nosto, lavitsan eli tuolin kääntö, y.m., jota on tarpeetonta tässä luetelia. Kaikki nämä ovat kuitenkin olleet aikansa urheilumuotoja ja laillaan voimia kehittäviä, joten näidenkin urheilumuotojen harjoittelijat ovat kukin omalla alallaan kehittyneet muita etevämmiksi.",,,,,,,,,
virtainahtarinalavudenkuortaneentoysansanomat23061927,,,1927-06-23,2025-12-14,"Ennen maailmassa nostettiin väkikiviä ja vedettiin väki kalikkaa Ja joskus myöskin painittiin. Kaikki nämä kysyivät voimaa ja urheutta ja näiltä ajoiltapa Heneväitkin nimitykset: voimailu ja urheilu. Näinä arkoina heitedään, hypitään ia suostaan. Näissä kysytään nokkeluutta
ia kestävyyttä.",,,,,,,,,
savokarjala30051900,https://digi.kansalliskirjasto.fi/sanomalehti/binding/559405?term=w%C3%A4kikiwen&page=2,,1900-05-30,2025-12-14,"Waroittawa wahinko. Wiime sunnuntaina Wäinölänniemellä kansanjuhlassa oli kilpailuna m. m. wäkikiwen heittoa. Eräältä heittäjältä luiskahti kiwi siwulle ja kimposi läheisyydessä seisowaan yleisöön, seurauksella, että muutamalta mieheltä puhkesi pää. Mies täytyi heti toimittaa lääkärin apua saamaan. Tällaiset urheilut waatisiwat katsojien pysymään loitommalla.",,,,,,,,,
kaiku03081938,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1995840?term=v%C3%A4kikiven&page=3,,1938-08-03,2025-12-14,"Se Porho-Ville oli tosiaan jo haamasta poika, vekkulista asti sellainen itsensä kehuja. Aina tahtoi hän poikasakissa, kun dl kysymys jostakin urheilusta, esimerkiksi kuulantyönnöstä. väkikiven nostosta, tahi muusta sellaisesta, niin' hänen tarkoituksensa oli, että hänen piti näissä olla aina voiman oikealla puolen.",,,,,,,,,
kaiku03041905,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1044167?term=w%C3%A4kikiwen&page=3,,1905-04-03,2025-12-14,"Kansan nuorison huwiharrastukset.: Mitä nyt tulee nuorison hupiharrastuksiin joissakin osissa maakuntaamme saamme hawaita, että siinä todellakin on taantuminen tapahtunut. Tässä erityisesti tarkoitetaan semmoista nuorisoa, joka pysyy ja tahtoo pysyä ulkopuolella järjestyneestä, joskin höllästikin järjestyneestä nuorisosta. Ennen, nyt kysymyksessä olewa nuoriso, käytti joutoaikansa monenlaisiin woiman koitoksiin, urheiluun, joista mainittakoon wäkikiwen nosto ja -heitto monessa eri muodossa, paininlyönti, wäkikariun- ja koukkusormen weto, sekin monessa muodossa, hyppäys- juoksu, palloleikit y. m. Tanssia niinikään käytettiin, mutta epäilemättä järkiperäisemmin kun nyt. Kunnioitus wanhempaa wäestöä kohtaan ilmeni nuorisossa selwästi; milloin järjestykselle muistuttawa waatimus tehtiin heidän puoleltaan, se todellakin otettiin kuulewiin korwiin.
Semmoisissa huwittui nuorison aika silloin. Mutta toista on nyt. Juoppoutta harjoittiwat ennen osa wanhoista miehistä, mutta nyt nuoret. Kortinpelausta harjoittiwat muutamat retumiehet, nyt järkiään nnoret miehet ja wanhempaa wäkeä wastaan riidellessään tässä asiassa, selittäwät he pelinsä olewan „wiatonta leikkiä"", jota „herratkin"" harjoittawat. Todellakin kuwaawaa mistä päin tapa on kotoisin!",,,,,,,,,
liitto14021935,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2052933?term=v%C3%A4kikiven&page=4,,1935-02-14,2025-12-14,"Kirje Rantsilasta.
Liitossa n:o 33 olleen kirjoituksen johdosta joka koski Rantsilan Sipolankylän Ry. uuden Pyrinnön talossa- vietetyltä iltamia, tahtoo allekirjoittanut sanoa muutaman sanan koska edellä olleen kirjoituksen ..Mitä on tehtävä” kirjoittaja ruotii raittius- ja nuorisoseuroja siitä, että heidän toimintansa on madaltunut. Siinä samassa tilaisuudessa oi; kyllä muistelmia vielä vanhemmalta ajalta, jolloin täällä, niinkuin muuallakin on tapana ollut pitää min sanottuja nurkkatansseja, jotka on joko voinut olla jonkun talon riihirakennuksessa tai vieläpä maantiesillallakin. Silloin miesten urheiluharrastuksena on ollut väkikiven nosto, voimain mittely tai muu sellainen joka joskus on voinut johtaa jou k k o tappe luu n. 1 ilanne ei ole niin alhainen kuin edellinen kirjoittaja on kuvannut. Me emme voi sietää sellaisia solvauksia minään muuna kuin kahvipuheina. Meidän pyrkimyksemme on nykyisen valistavan hengen, mukainen, tahdomme tuoda nuorisolle korkeampaa, kauniimpaa ja jalompaa pohjaa. ",,,,,,,,,
kokkola15071913,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1255274?term=w%C3%A4kikiwen&page=3,,1913-07-15,2025-12-14,"Urheilu on nykyaikaisessa nuorison elämässä saanut enemmän järjestelyn ja monipuolisemman muodon, kuin entisaikain paininheitto, wäkikiwen nosto, pallonlyönti eli kopilla olo ja kissanhännän sekä koukkusormen weto oliwat. Urheilun on ennen waikuttanut eli toimeen saanut kaswawa ja ilmaisumuotoja kaipaawa woima, joka ruumiillisen waurastumisen ijässä pyrkii näyttäytymään. Osaksi on asian laita wielä nytkin niin, mutta nykyaikainen urheilu tarkoittaa kuitenkin pää-asiallisesti enetämään ja wahwistamaan ruumiillista jäntewyyttä yleensä tahi lisätä woimaa johonkin erityiseen urheilu lajiin nähden.",,,,,,,,,
ilkka29051936,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1989269?term=V%C3%A4kikiven&page=6,,1936-05-29,2025-12-14,"Jo useita vuosikymmeniä takaperin, kun ei vielä urheilusta paljoakaan tiedetty, eli Evijärvellä nuorison keskuudessa kaikenlainen kilpailuharrastus. Väkikiven nosto ja puukellon soitto olivat tavallisimmat kilpailumuodot, joilla paremmuutta koeteltiin. Puukellon soitto olikin ihan välttämätöntä jokaiselle, sillä täytyihän miesten kyetä soittamaan kirkon isoakelloa, jota nykyisin nyitään vain kielestä. Usein olivatkin Evijärven miehet hämmästyttäneet ruotsalaisia kiskomalla Pietarsaaren isonkellon pystyyn kahden miehen voimalla, kun sensijaan ruotsalaisten parhaitakin miehiä tähän tarvittiin neljä. Kuitenkin oli siihen aikaan pääasiallisimpana ”urheilulajina” tappelu. Aivan samoin, kuin nykyään pelataan pesäpallokilpailuja, tahi käydään muita kylä- ja seura-otteluja, kävivät 19:en vuosisadan nuorukaiset hurjia kylätappeluita. ”Härmän häjyt” ja muut naapuripitäjien miehet saivat aina lähteä takaisin rusikoituna ja veressäpäin milloin uskalsivat tulla Evijärvelle mellastelemaan. Evijärveläisillä onkin sukupolvesta sukupolveen siirtyneenä perintönä vankka, voimakas ruumis, pitkät kädet ja peräänantamaton, oikea pohjalainen sisu. Tämän kaiken on kasvattanut karu, kivinen maa, joka on vaatinut voimakkaita lujatahtoisia miehiä, sitä pelloiksi raivattaessa.",,,,,,,,,
hameensanomat27061931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1822328?term=v%C3%A4kikive%C3%A4&page=4,,1931-06-27,2025-12-14,"Nätnä tähän motoksi lainatut säkeet ovat Heikki Seliinin, hämäläisen kansanrunoilijan, joka viime vuosisadan puolivälissä ja sen jälkeisinä vuosikymmeninä oli hyvin tunnettu merkkimies Hämeenlinnan ympäristöpitäjissä, varsinkin Tuuloksessa, Hauholla, Luopioisissa ja Lammilla. Tämä Heikki Manuopoika sovitteli sukuniraeään useampaankin tapaan, kirjoittaen milloin Henrikki Selin tai Heikki Selkänen, päätyen kuitenkin lopulta tuohon kansanomaiseen Heikki S elimiin, jolla 1 nimellä hänen muistonsa vieläkin elää paikkakunnan vanhemman polven mielessä.. Esitettäköön tässä vielä muutamia näytteitä näistä »Armätin» runoista. Esim, runossa »Väinämöisen matka» kuvataan kuinka muutamat Hämeen pitäjät ja järvet ovat nimensä saaneet. Runo alkaa näin;
»Ukko vanha Väinämöinen Pani omat paimenehen, Lapset lammasten ajohon, Karja kulki kaii'as koTsta, Lapin synkkihin saloihin. Tuli lempo lepikosta,
Kuiva noukika kuusikosta. Otti lapset orjiksensa, Kanto kauas kalliohon, . Jossa pani pakkotyöhön, Vakaset suureen vaivahan.' Vainen väänsi väkikiveä, Väinätär värttinätä.»",,,,,,,,,
liitto14121915,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1265825?term=w%C3%A4kikiwess%C3%A4%C3%A4n&page=4,,1915-12-14,2025-12-15,"Entisajan jättiläinen Haapa järweltä: 
Taru kerkoo Haapajärwen kirkon kylällä asuneen kaksisataa wuotta sitten talon isännän LLemetti Järwen pään, Alapellon talossa, mistä hänen jälkeläisensä eli sukunsa kertowat seuraawaa. Lemetti on jo nukkunut kuolonunta kaksisataa wuotta, mutta kuitenkin hänen woimansa jo wäkensä elää wielä hänen wäkikiwessään, mitä sijaitsee wanhan Istulan talon jo hajotetetun tuwan porraskiwenä. Kuitenkin Lemettiwainajan kunnioittajat owet nykyään ottaneet kiwen puutelain pääl le tarkastettawaksi. Kiwi on 6 kort telta pitkä, paksuus toiselta kantilta 4, totselta 3 kortielia. Paino arwioitu 400 kiloksi. Tämän kiwen ääressä sopisi aikalaistemme jättiläiswoimaisteu henkilöitten käydä Lemetti wainajan kanssa woimiaan mittaamassa, jotta saataisiin nähdä, owatko ihmis woimai 200 wuoden ajalla kehittyneet ylös wat alaspain. Kerran kun Lemetti oli ollut pilan nawettaa rakentamassa muiden seurakuntalaisten kanssa, niin eräs mies oli tuonut nawettaan wiittä syltä pitkää hirttä, mutta hewonen ei jaksanutkaan wetää perille, waan jäi hirsi pappilan notkon pohjaan. Tä män hawaittuaan meni Lemetti seukalaisteasa kanssa auttamaan kuormaa mäen päälle. Mutta kun Lemetti oli täynnä kunnianpyyntöä ja kiiwautta, niin sanoi towereillessa: menkäät kaksi teistä tuon hirren päälle, toinen toi seen ja toinen toiseen päähän, minä nostan tuon keskiä olkapäälleni ja wien nawetan seinälle. Ja niin urhea Lemetti tekikin.
Kerran L metti oli tawanaut wainionsa aidan takana parwen penroja, Lemetti nouti k tounsa keihäänsä ja meni ajamaan peureja ja kun oliwat Haapojärwen Sawinewan laidalle tulleet, niin oli Lemetti kaatanut 7 penraa.
Edellä kerrotut tapahtumat owat niin tuttuja, ettet niitä tarwuse pitää ämmäin loruna. Olen minäkin niitä kuullut jo 70 wuotta sitten esi isäini suusta. Matti Leipälä.",,,Lemmetin väkikivi,,,,,,
itasuomensanomat10031903,https://digi.kansalliskirjasto.fi/sanomalehti/binding/631977?term=w%C3%A4kikiwen&page=2,,1903-03-10,2025-12-15,"Lappeeiranta, laalisk. 14 p. 196.
Sananen urheiluata. Se, joka on liikkunut wanhemman kansan keskuudessa tietää, että wanhan kansan miehet harjoittiwat innokkaasti sellaisia urheilun lajeja kuin kilpasoutua, kilpajuoksuja, wäkikiwen nostoa, wäkikartun wetoa ja painimista, ja wanhemman polwen sitkeys ja kestäwyys, josta usein wieläkin näkee aiwan ihmeteltäwiä esimerkkejä, on epäilemättä johtunut siitä ruumista karkaisewasta urheilusta, jota se nuoruutensa päiwinä on harjoittanut. Ja jos missään niin sellaisessa karussa ja kyl mässä maassa kuin meidän tarwitseekin asukas woimakasta ja terwettä ruu mista kestääkseen niitä waikeuksia ja rasituksia, joita ilmanala ja karu luonto täällä aseltaa ihmkselle. Urheilun suhteen ollaan nykyään samalla kannalla, jota roomalainen Cicero aikoinaan ihmetteli ja iwasi kreikkalaisissa. „Mitä onkaan mies, jolla on härän woimat, mutta tyhä pää, sellaisten miesten kuin Platon ja Aristoteleen rinnalla?"" kysyy hän ja saman suuntaisia kysy myksiä woitaisiin tehdä monelle nykyaikaisellekin urheilusankarille.",,,,,,,,,
siirtolainen27061894,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2843599?term=v%C3%A4kikiven&page=8,,1894-06-27,2025-12-15,"Suomalaisten kansanjuhla viime sunnuntaina (juhannuspäivänä) Brooklynissa alloi koväp hyvillä toiveilla. Ilma, joka edellisinä päivinä oli ollut tukahduttavan kuuma, muuttui viileäksi. Juhlapaikka oli erittäin suomalaista seutua muistuttava: sievä lehkomctsä pienen lammen ympärillä. Sähkörautatie kulki aivan juhlapaikan (13 avenueu ja 68 kadun kulman) ohitse. Kilpailuja oli useampia: kilpa-ampumista, säkissäjuoksua, väkikiven nostoa, miesten ja notSten kilpajuoksua y.m.",,,,,,,,,
liitto28101922,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1432505?term=v%C3%A4kikiven&page=6,,1922-10-28,2025-12-15,"Voima kasvoi korven raadannassa ripevs hirven hlmdsmuu .ä kotiurheu luiden ohessa. Aivan yleisiä olivatkin
niin syli? kuin housunkauluspainit, väkikiven nostot, kissanhännän ja väkikartun vedot ynnä monet muut kotoiset mvllcrrvkset.",,,,,,,,,
savokarjala16081895,https://digi.kansalliskirjasto.fi/sanomalehti/binding/547670?term=w%C3%A4kikiwe%C3%A4&page=3,,1895-16-08,2025-12-15,"Hurjaa leikkiä. Toissa iltana kokoontui useampia nuoria miehiä muutaman talon pihamaalle Kuopion pitäjässä ja alkoiwat ajan kuluksi nostella niin sanotttua wäkikiweä. Woimansa takaa sitä jokainen koetti nostaa, eikä toinen tahtonut jäädä toistaan huonommaksi. Eräs renkimies, joka oli jo kylän keskuudessa wahwuudestaan tunnettu, tahtoi näyttää nytsuuria woimiaan ja asetti sentähden kaksi wankka kiweä päällekkäin. Paino nousi tosin, mutta tiukalle se nostajankin otti, koska häneltä ohimo repesi. — Eiköhän olisi selwempää moinen arwoton ottelu jättää hiukan helpommalle.",,,,,,,,,
liitto14121915,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1265825?term=w%C3%A4kikiwess%C3%A4%C3%A4n&page=4,,1915-12-14,2026-01-07,"Lemetti on jo nukkunut kuolonunta kaksisataa wuotta, mutta kuitenkin hänen woimansa jo wäkensä elää wielä hänen wäkikiwessään, mitä sijaitsee wanhan Istulan talon jo hajotetetun tuwan porraskiwenä. Kuitenkin Lemettiwainajan kunnioittajat owet nykyään ottaneet kiwen puutelain pääl le tarkastettawaksi. Kiwi on 6 kort telta pitkä, paksuus toiselta kantilta 4, totselta 3 kortielia. Paino arwioitu 400 kiloksi. Tämän kiwen ääressä sopisi aikalaistemme jättiläiswoimaisteu henkilöitten käydä Lemetti wainajan kanssa woimiaan mittaamassa, jotta saataisiin nähdä, owatko ihmis woimai 200 wuoden ajalla kehittyneet ylös wat alaspain. Kerran kun Lemetti oli ollut pilan nawettaa rakentamassa muiden seurakuntalaisten kanssa, niin eräs mies oli tuonut nawettaan wiittä syltä pitkää hirttä, mutta hewonen ei jaksanutkaan wetää perille, waan jäi hirsi pappilan notkon pohjaan. Tä män hawaittuaan meni Lemetti seukalaisteasa kanssa auttamaan kuormaa mäen päälle. Mutta kun Lemetti oli täynnä kunnianpyyntöä ja kiiwautta, niin sanoi towereillessa: menkäät kaksi teistä tuon hirren päälle, toinen toi seen ja toinen toiseen päähän, minä nostan tuon keskiä olkapäälleni ja wien nawetan seinälle. Ja niin urhea Lemetti tekikin.",,,,,,,,,
